description,base_lorom,base_file_offset,plm_id,plm_name,x,y,param,file_offset,plm_description
; Room $A408. Pre spazer room,8F:891E,07891E,B703,,2,20,A43E,078960,Scroll PLM
; Room $A408. Pre spazer room,8F:891E,07891E,C872,,30,6,003F,078966,Door. Green door facing left
; Room $A447. Spazer room,8F:896E,07896E,EF53,,11,9,002A,07896E,"Spazer beam, chozo orb"
; Room $A471. Kraid's lair zeela room,8F:8976,078976,B703,,2,11,A4A2,078976,Scroll PLM
; Room $A471. Kraid's lair zeela room,8F:8976,078976,B703,,2,25,A4A9,07897C,Scroll PLM
; Room $A471. Kraid's lair zeela room,8F:8976,078976,B703,,7,25,A4AE,078982,Scroll PLM
; Room $A471. Kraid's lair zeela room,8F:8976,078976,B703,,21,25,A4A9,078988,Scroll PLM
; Room $A471. Kraid's lair zeela room,8F:8976,078976,C848,,1,22,0040,07898E,Door. Grey door facing right
; Room $A4B1. Kraid's lair beetom room,8F:8996,078996,C842,,14,6,0C41,078996,Door. Grey door facing left
; Room $A4B1. Kraid's lair beetom room,8F:8996,078996,EF7F,,5,4,002B,07899C,"Energy tank, shot block"
; Room $A4DA. Kraid's lair kihunter hall,8F:89A4,0789A4,B703,,23,11,A50F,0789A4,Scroll PLM
; Room $A4DA. Kraid's lair kihunter hall,8F:89A4,0789A4,B703,,23,14,A514,0789AA,Scroll PLM
; Room $A4DA. Kraid's lair kihunter hall,8F:89A4,0789A4,B647,,11,4,8000,0789B0,Upwards extension
; Room $A4DA. Kraid's lair kihunter hall,8F:89A4,0789A4,B647,,11,5,8000,0789B6,Upwards extension
; Room $A4DA. Kraid's lair kihunter hall,8F:89A4,0789A4,B647,,11,6,8000,0789BC,Upwards extension
; Room $A4DA. Kraid's lair kihunter hall,8F:89A4,0789A4,B647,,11,7,8000,0789C2,Upwards extension
; Room $A4DA. Kraid's lair kihunter hall,8F:89A4,0789A4,B647,,11,8,8000,0789C8,Upwards extension
; Room $A4DA. Kraid's lair kihunter hall,8F:89A4,0789A4,B647,,11,9,8000,0789CE,Upwards extension
; Room $A4DA. Kraid's lair kihunter hall,8F:89A4,0789A4,B647,,11,10,8000,0789D4,Upwards extension
; Room $A4DA. Kraid's lair kihunter hall,8F:89A4,0789A4,B703,,11,11,A519,0789DA,Scroll PLM
; Room $A4DA. Kraid's lair kihunter hall,8F:89A4,0789A4,B703,,39,12,A51C,0789E0,Scroll PLM
; Room $A4DA. Kraid's lair kihunter hall,8F:89A4,0789A4,B703,,46,12,A51C,0789E6,Scroll PLM
; Room $A4DA. Kraid's lair kihunter hall,8F:89A4,0789A4,EF83,,46,8,002C,0789EC,"Missile tank, shot block"
; Room $A521. Fake Kraid's room,8F:89F4,0789F4,C842,,94,6,0C42,0789F4,Door. Grey door facing left
; Room $A521. Fake Kraid's room,8F:89F4,0789F4,C848,,1,6,0C43,0789FA,Door. Grey door facing right
; Room $A56B. Pre Kraid room,8F:8A02,078A02,B703,,3,18,A59C,078A02,Scroll PLM
; Room $A56B. Pre Kraid room,8F:8A02,078A02,B63B,,4,18,8000,078A08,Rightwards extension
; Room $A56B. Pre Kraid room,8F:8A02,078A02,B63B,,5,18,8000,078A0E,Rightwards extension
; Room $A56B. Pre Kraid room,8F:8A02,078A02,C872,,14,6,0044,078A14,Door. Green door facing left
; Room $A56B. Pre Kraid room,8F:8A02,078A02,DB5A,,30,22,0045,078A1A,"Door. Eye door, facing left"
; Room $A56B. Pre Kraid room,8F:8A02,078A02,DB60,,30,25,0045,078A20,"Eye door bottom, facing left"
; Room $A56B. Pre Kraid room,8F:8A02,078A02,DB56,,30,23,0045,078A26,"Eye door eye, facing left"
; Room $A59F. Kraid,8F:8A2E,078A2E,C842,,30,22,0046,078A2E,Door. Grey door facing left
; Room $A59F. Kraid,8F:8A2E,078A2E,C848,,1,22,0047,078A34,Door. Grey door facing right
; Room $A618. Red Brinstar energy station,8F:8A3E,078A3E,B6DF,,4,10,002D,078A3E,Energy station
; Room $A641. Kraid's lair refill station,8F:8A46,078A46,B6EB,,9,10,002E,078A46,Missile station
; Room $A641. Kraid's lair refill station,8F:8A46,078A46,B6DF,,7,10,002F,078A4C,Energy station
; Room $A66A. Tourian entrance,8F:8A54,078A54,C848,,1,6,9448,078A54,Door. Grey door facing right
; Room $A6A1. Kraid's lair entrance,8F:8A5C,078A5C,B703,,7,12,A6D6,078A5C,Scroll PLM
; Room $A6A1. Kraid's lair entrance,8F:8A5C,078A5C,B63B,,8,12,8000,078A62,Rightwards extension
; Room $A6A1. Kraid's lair entrance,8F:8A5C,078A5C,B703,,16,9,A6D9,078A68,Scroll PLM
; Room $A6A1. Kraid's lair entrance,8F:8A5C,078A5C,B647,,16,8,8000,078A6E,Upwards extension
; Room $A6A1. Kraid's lair entrance,8F:8A5C,078A5C,B647,,16,7,8000,078A74,Upwards extension
; Room $A6A1. Kraid's lair entrance,8F:8A5C,078A5C,B703,,18,9,A6DC,078A7A,Scroll PLM
; Room $A6A1. Kraid's lair entrance,8F:8A5C,078A5C,B647,,18,8,8000,078A80,Upwards extension
; Room $A6A1. Kraid's lair entrance,8F:8A5C,078A5C,B647,,18,7,8000,078A86,Upwards extension
; Room $A6A1. Kraid's lair entrance,8F:8A5C,078A5C,B647,,18,6,8000,078A8C,Upwards extension
; Room $A6A1. Kraid's lair entrance,8F:8A5C,078A5C,B703,,19,11,A6DF,078A92,Scroll PLM
; Room $A6A1. Kraid's lair entrance,8F:8A5C,078A5C,B63B,,20,11,8000,078A98,Rightwards extension
; Room $A6A1. Kraid's lair entrance,8F:8A5C,078A5C,B647,,20,10,8000,078A9E,Upwards extension
; Room $A6A1. Kraid's lair entrance,8F:8A5C,078A5C,B647,,20,9,8000,078AA4,Upwards extension
; Room $A6A1. Kraid's lair entrance,8F:8A5C,078A5C,B647,,20,8,8000,078AAA,Upwards extension
; Room $A6A1. Kraid's lair entrance,8F:8A5C,078A5C,B647,,20,7,8000,078AB0,Upwards extension
; Room $A6A1. Kraid's lair entrance,8F:8A5C,078A5C,B647,,20,6,8000,078AB6,Upwards extension
; Room $A6A1. Kraid's lair entrance,8F:8A5C,078A5C,B647,,20,5,8000,078ABC,Upwards extension
; Room $A6A1. Kraid's lair entrance,8F:8A5C,078A5C,B647,,20,4,8000,078AC2,Upwards extension
; Room $A6E2. Varia suit room,8F:8ACA,078ACA,EF5B,,7,9,0030,078ACA,"Varia suit, chozo orb"
; Room $A70B. Kraid's lair save station,8F:8AD2,078AD2,B76F,,7,11,0003,078AD2,Save station
; Room $A734. Red Brinstar save station,8F:8ADA,078ADA,B76F,,7,11,0004,078ADA,Save station
; Room $A75D. Ice beam tripper hall,8F:8AE2,078AE2,C872,,46,22,0049,078AFA,Door. Green door facing left
; Room $A788. Lava missile room,8F:8AE4,078AE4,EF83,,34,28,0031,078AE4,"Missile tank, shot block"
; Room $A788. Lava missile room,8F:8AE4,078AE4,C872,,46,22,0049,078AEA,Door. Green door facing left
; Room $A7B3. First hot room,8F:8AF2,078AF2,C88A,,46,6,004A,078AF2,Door. Red door facing left
; Room $A7DE. Norfair mainstreet,8F:8AFA,078AFA,B70B,,6,44,8000,078AFA,Elevator platform
; Room $A7DE. Norfair mainstreet,8F:8AFA,078AFA,C878,,1,54,004B,078B00,Door. Green door facing right
; Room $A7DE. Norfair mainstreet,8F:8AFA,078AFA,C860,,1,70,004C,078B06,Door. Yellow door facing right
; Room $A7DE. Norfair mainstreet,8F:8AFA,078AFA,C890,,1,86,004D,078B0C,Door. Red door facing right
; Room $A815. Ice beam mockball hall,8F:8B14,078B14,B703,,55,45,A860,078B14,Scroll PLM
; Room $A815. Ice beam mockball hall,8F:8B14,078B14,B63B,,56,45,8000,078B1A,Rightwards extension
; Room $A890. Ice beam room,8F:8B24,078B24,EF43,,12,7,0032,078B24,"Ice beam, chozo orb"
; Room $A8B9. Pre ice beam shaft,8F:8B2C,078B2C,B703,,15,23,A8EC,078B2C,Scroll PLM
; Room $A8B9. Pre ice beam shaft,8F:8B2C,078B2C,B703,,13,23,A8EF,078B32,Scroll PLM
; Room $A8B9. Pre ice beam shaft,8F:8B2C,078B2C,B703,,17,23,A8F2,078B38,Scroll PLM
; Room $A8B9. Pre ice beam shaft,8F:8B2C,078B2C,B703,,19,23,A8F5,078B3E,Scroll PLM
; Room $A8F8. Crumble block platform shaft,8F:8B46,078B46,EF83,,1,8,0033,078B46,"Missile tank, shot block"
; Room $A923. Norfair slope,8F:8B4E,078B4E,B703,,158,40,A980,078B4E,Scroll PLM
; Room $A923. Norfair slope,8F:8B4E,078B4E,B647,,158,39,8000,078B54,Upwards extension
; Room $A923. Norfair slope,8F:8B4E,078B4E,B647,,158,38,8000,078B5A,Upwards extension
; Room $A923. Norfair slope,8F:8B4E,078B4E,B647,,158,37,8000,078B60,Upwards extension
; Room $A923. Norfair slope,8F:8B4E,078B4E,B647,,158,36,8000,078B66,Upwards extension
; Room $A923. Norfair slope,8F:8B4E,078B4E,B703,,190,41,A987,078B6C,Scroll PLM
; Room $A923. Norfair slope,8F:8B4E,078B4E,B647,,190,40,8000,078B72,Upwards extension
; Room $A923. Norfair slope,8F:8B4E,078B4E,B647,,190,39,8000,078B78,Upwards extension
; Room $A923. Norfair slope,8F:8B4E,078B4E,B703,,194,41,A98A,078B7E,Scroll PLM
; Room $A923. Norfair slope,8F:8B4E,078B4E,B647,,194,40,8000,078B84,Upwards extension
; Room $A923. Norfair slope,8F:8B4E,078B4E,B647,,194,39,8000,078B8A,Upwards extension
; Room $A923. Norfair slope,8F:8B4E,078B4E,B647,,194,38,8000,078B90,Upwards extension
; Room $A923. Norfair slope,8F:8B4E,078B4E,C87E,,198,45,004E,078B96,Door. Green door facing up
; Room $A98D. Crocomire,8F:8B9E,078B9E,C854,,54,2,044F,078B9E,Door. Grey door facing down
; Room $A98D. Crocomire,8F:8B9E,078B9E,EED7,,125,6,0034,078BA4,Energy tank
; Room $A9E5. Hi-jump room,8F:8BAC,078BAC,EF47,,3,10,0035,078BAC,"Hi-jump, chozo orb"
; Room $AA0E. Norfair grapple ceiling room,8F:8BB4,078BB4,C82A,,6,5,8000,078BB4,Downwards closed gate
; Room $AA0E. Norfair grapple ceiling room,8F:8BB4,078BB4,C836,,6,5,000A,078BBA,Downwards gate shotblock
; Room $AA0E. Norfair grapple ceiling room,8F:8BB4,078BB4,EEDB,,13,9,0036,078BC0,Missile tank
; Room $AA41. Pre hi-jump room,8F:8BC8,078BC8,B703,,16,12,AA75,078BC8,Scroll PLM
; Room $AA41. Pre hi-jump room,8F:8BC8,078BC8,B703,,15,5,AA70,078BCE,Scroll PLM
; Room $AA41. Pre hi-jump room,8F:8BC8,078BC8,B703,,8,28,AA7C,078BD4,Scroll PLM
; Room $AA41. Pre hi-jump room,8F:8BC8,078BC8,B703,,11,18,AA7F,078BDA,Scroll PLM
; Room $AA41. Pre hi-jump room,8F:8BC8,078BC8,C842,,30,6,0C50,078BE0,Door. Grey door facing left
; Room $AA41. Pre hi-jump room,8F:8BC8,078BC8,EEDB,,9,6,0037,078BE6,Missile tank
; Room $AA41. Pre hi-jump room,8F:8BC8,078BC8,EED7,,23,8,0038,078BEC,Energy tank
; Room $AA82. Post Crocomire room,8F:8BF4,078BF4,C890,,1,6,0051,078BF4,Door. Red door facing right
; Room $AAB5. Post Crocomire save station,8F:8BFC,078BFC,B76F,,7,11,0000,078BFC,Save station
; Room $AADE. Post Crocomire power bombs room,8F:8C04,078C04,EEE3,,7,8,0039,078C04,Power bomb tank
; Room $AB07. Post Crocomire shaft,8F:8C0C,078C0C,C88A,,14,54,0052,078C0C,Door. Red door facing left
; Room $AB3B. Post Crocomire tidal acid cave,8F:8C14,078C14,EEDB,,60,9,003A,078C14,Missile tank
; Room $AB64. Double lake grapple practice room,8F:8C1C,078C1C,C82A,,42,5,8000,078C1C,Downwards closed gate
; Room $AB64. Double lake grapple practice room,8F:8C1C,078C1C,C836,,42,5,0008,078C22,Downwards gate shotblock
; Room $AB8F. Huge jump room,8F:8C2A,078C2A,EEDB,,67,9,003B,078C2A,Missile tank
; Room $AC2B. Grapple room,8F:8C36,078C36,EF6B,,4,39,003C,078C36,"Grapple beam, chozo orb"
; Room $AC5A. Bubble Norfair reserve tank room,8F:8C3E,078C3E,EF7B,,2,7,003D,078C3E,"Reserve tank, chozo orb"
; Room $AC5A. Bubble Norfair reserve tank room,8F:8C3E,078C3E,EF83,,7,11,003E,078C44,"Missile tank, shot block"
; Room $AC83. Pre Bubble Norfair reserve tank room,8F:8C4C,078C4C,B703,,16,5,ACB0,078C4C,Scroll PLM
; Room $AC83. Pre Bubble Norfair reserve tank room,8F:8C4C,078C4C,EEDB,,20,10,003F,078C52,Missile tank
; Room $ACB3. Bubble Norfair mainstreet,8F:8C5A,078C5A,C878,,1,6,0053,078C5A,Door. Green door facing right
; Room $ACB3. Bubble Norfair mainstreet,8F:8C5A,078C5A,C872,,30,6,0054,078C60,Door. Green door facing left
; Room $ACB3. Bubble Norfair mainstreet,8F:8C5A,078C5A,EEDB,,20,60,0040,078C66,Missile tank
; Room $ACF0. Speed booster lavaquake,8F:8C6E,078C6E,B8AC,,0,0,8000,078C6E,Speed booster escape
; Room $ACF0. Speed booster lavaquake,8F:8C6E,078C6E,EF83,,188,19,0041,078C74,"Missile tank, shot block"
; Room $ACF0. Speed booster lavaquake,8F:8C6E,078C6E,C88A,,190,22,0055,078C7A,Door. Red door facing left
; Room $AD1B. Speed booster room,8F:8C82,078C82,EF4B,,11,6,0042,078C82,"Speed booster, chozo orb"
; Room $AD5E. Alcoon shaft,8F:8C8A,078C8A,B703,,13,8,ADA7,078C8A,Scroll PLM
; Room $AD5E. Alcoon shaft,8F:8C8A,078C8A,B703,,16,8,ADAA,078C90,Scroll PLM
; Room $AD5E. Alcoon shaft,8F:8C8A,078C8A,B647,,77,10,8000,078C96,Upwards extension
; Room $AD5E. Alcoon shaft,8F:8C8A,078C8A,B647,,77,11,8000,078C9C,Upwards extension
; Room $AD5E. Alcoon shaft,8F:8C8A,078C8A,B703,,77,12,ADAA,078CA2,Scroll PLM
; Room $AD5E. Alcoon shaft,8F:8C8A,078C8A,C88A,,14,22,0056,078CA8,Door. Red door facing left
; Room $ADAD. Pre wave beam room,8F:8CB0,078CB0,C82A,,26,5,8000,078CB0,Downwards closed gate
; Room $ADAD. Pre wave beam room,8F:8CB0,078CB0,C836,,26,5,0000,078CB6,Downwards gate shotblock
; Room $ADAD. Pre wave beam room,8F:8CB0,078CB0,EEDB,,31,9,0043,078CBC,Missile tank
; Room $ADAD. Pre wave beam room,8F:8CB0,078CB0,C88A,,62,6,0057,078CC2,Door. Red door facing left
; Room $ADDE. Wave beam room,8F:8CCA,078CCA,EF4F,,11,6,0044,078CCA,"Wave beam, chozo orb"
; Room $AE07. Norfair sinking tripper hall,8F:8CD2,078CD2,B703,,31,41,AE6B,078CEA,Scroll PLM
; Room $AE07. Norfair sinking tripper hall,8F:8CD2,078CD2,B647,,25,36,8000,078CF0,Upwards extension
; Room $AE07. Norfair sinking tripper hall,8F:8CD2,078CD2,B647,,25,37,8000,078CF6,Upwards extension
; Room $AE07. Norfair sinking tripper hall,8F:8CD2,078CD2,B647,,25,38,8000,078CFC,Upwards extension
; Room $AE07. Norfair sinking tripper hall,8F:8CD2,078CD2,B647,,25,39,8000,078D02,Upwards extension
; Room $AE07. Norfair sinking tripper hall,8F:8CD2,078CD2,B647,,25,40,8000,078D08,Upwards extension
; Room $AE07. Norfair sinking tripper hall,8F:8CD2,078CD2,B703,,25,41,AE6E,078D0E,Scroll PLM
; Room $AE07. Norfair sinking tripper hall,8F:8CD2,078CD2,B647,,38,38,8000,078D14,Upwards extension
; Room $AE07. Norfair sinking tripper hall,8F:8CD2,078CD2,B647,,38,39,8000,078D1A,Upwards extension
; Room $AE07. Norfair sinking tripper hall,8F:8CD2,078CD2,B647,,38,40,8000,078D20,Upwards extension
; Room $AE07. Norfair sinking tripper hall,8F:8CD2,078CD2,B703,,38,41,AE71,078D26,Scroll PLM
; Room $AE32. Volcano room,8F:8CD4,078CD4,B703,,32,41,AE66,078CD4,Scroll PLM
; Room $AE32. Volcano room,8F:8CD4,078CD4,B703,,31,41,AE6B,078CDA,Scroll PLM
; Room $AE32. Volcano room,8F:8CD4,078CD4,B647,,25,36,8000,078CE0,Upwards extension
; Room $AE32. Volcano room,8F:8CD4,078CD4,B647,,25,37,8000,078CE6,Upwards extension
; Room $AE32. Volcano room,8F:8CD4,078CD4,B647,,25,38,8000,078CEC,Upwards extension
; Room $AE32. Volcano room,8F:8CD4,078CD4,B647,,25,39,8000,078CF2,Upwards extension
; Room $AE32. Volcano room,8F:8CD4,078CD4,B647,,25,40,8000,078CF8,Upwards extension
; Room $AE32. Volcano room,8F:8CD4,078CD4,B703,,25,41,AE6E,078CFE,Scroll PLM
; Room $AE32. Volcano room,8F:8CD4,078CD4,B647,,38,38,8000,078D04,Upwards extension
; Room $AE32. Volcano room,8F:8CD4,078CD4,B647,,38,39,8000,078D0A,Upwards extension
; Room $AE32. Volcano room,8F:8CD4,078CD4,B647,,38,40,8000,078D10,Upwards extension
; Room $AE32. Volcano room,8F:8CD4,078CD4,B703,,38,41,AE71,078D16,Scroll PLM
; Room $AE74. Pre lava dive shaft,8F:8D1E,078D1E,B703,,15,23,AEA9,078D1E,Scroll PLM
; Room $AE74. Pre lava dive shaft,8F:8D1E,078D1E,B703,,17,23,AEAC,078D24,Scroll PLM
; Room $AE74. Pre lava dive shaft,8F:8D1E,078D1E,B647,,8,21,8000,078D2A,Upwards extension
; Room $AE74. Pre lava dive shaft,8F:8D1E,078D1E,B647,,8,22,8000,078D30,Upwards extension
; Room $AE74. Pre lava dive shaft,8F:8D1E,078D1E,B647,,8,23,8000,078D36,Upwards extension
; Room $AE74. Pre lava dive shaft,8F:8D1E,078D1E,B703,,8,24,AEB1,078D3C,Scroll PLM
; Room $AE74. Pre lava dive shaft,8F:8D1E,078D1E,C82A,,7,20,8000,078D42,Downwards closed gate
; Room $AE74. Pre lava dive shaft,8F:8D1E,078D1E,C836,,7,20,0000,078D48,Downwards gate shotblock
; Room $AE74. Pre lava dive shaft,8F:8D1E,078D1E,C860,,17,38,0058,078D4E,Door. Yellow door facing right
; Room $AEB4. Magdollite multiviola hall,8F:8D56,078D56,B63B,,3,11,8000,078D6E,Rightwards extension
; Room $AEB4. Magdollite multiviola hall,8F:8D56,078D56,B63B,,4,11,8000,078D74,Rightwards extension
; Room $AEB4. Magdollite multiviola hall,8F:8D56,078D56,B703,,11,11,AF0F,078D7A,Scroll PLM
; Room $AEB4. Magdollite multiviola hall,8F:8D56,078D56,B63B,,12,11,8000,078D80,Rightwards extension
; Room $AEB4. Magdollite multiviola hall,8F:8D56,078D56,B63B,,13,11,8000,078D86,Rightwards extension
; Room $AEDF. Purple shaft,8F:8D58,078D58,B703,,2,11,AF0F,078D58,Scroll PLM
; Room $AEDF. Purple shaft,8F:8D58,078D58,B63B,,3,11,8000,078D5E,Rightwards extension
; Room $AEDF. Purple shaft,8F:8D58,078D58,B63B,,4,11,8000,078D64,Rightwards extension
; Room $AEDF. Purple shaft,8F:8D58,078D58,B703,,11,11,AF0F,078D6A,Scroll PLM
; Room $AEDF. Purple shaft,8F:8D58,078D58,B63B,,12,11,8000,078D70,Rightwards extension
; Room $AEDF. Purple shaft,8F:8D58,078D58,B63B,,13,11,8000,078D76,Rightwards extension
; Room $AF3F. Norfair -> Lower Norfair elevator,8F:8D80,078D80,B703,,8,11,AF6F,078D80,Scroll PLM
; Room $AF72. Norfair wave gate room,8F:8D88,078D88,C82A,,6,21,8000,078D88,Downwards closed gate
; Room $AF72. Norfair wave gate room,8F:8D88,078D88,C836,,6,21,0000,078D8E,Downwards gate shotblock
; Room $B026. Norfair energy station,8F:8D9C,078D9C,B6DF,,7,10,0045,078D9C,Energy station
; Room $B051. Purple farming room,8F:8DA4,078DA4,B63B,,10,12,8000,078DBC,Rightwards extension
; Room $B051. Purple farming room,8F:8DA4,078DA4,B703,,9,16,B0AC,078DC2,Scroll PLM
; Room $B051. Purple farming room,8F:8DA4,078DA4,B63B,,10,16,8000,078DC8,Rightwards extension
; Room $B051. Purple farming room,8F:8DA4,078DA4,B703,,6,19,B0B1,078DCE,Scroll PLM
; Room $B051. Purple farming room,8F:8DA4,078DA4,B63B,,7,19,8000,078DD4,Rightwards extension
; Room $B051. Purple farming room,8F:8DA4,078DA4,B63B,,8,19,8000,078DDA,Rightwards extension
; Room $B051. Purple farming room,8F:8DA4,078DA4,B63B,,9,19,8000,078DE0,Rightwards extension
; Room $B07A. Speed booster lavaquake room,8F:8DA6,078DA6,B703,,9,12,B0A7,078DA6,Scroll PLM
; Room $B07A. Speed booster lavaquake room,8F:8DA6,078DA6,B63B,,10,12,8000,078DAC,Rightwards extension
; Room $B07A. Speed booster lavaquake room,8F:8DA6,078DA6,B703,,9,16,B0AC,078DB2,Scroll PLM
; Room $B07A. Speed booster lavaquake room,8F:8DA6,078DA6,B63B,,10,16,8000,078DB8,Rightwards extension
; Room $B07A. Speed booster lavaquake room,8F:8DA6,078DA6,B703,,6,19,B0B1,078DBE,Scroll PLM
; Room $B07A. Speed booster lavaquake room,8F:8DA6,078DA6,B63B,,7,19,8000,078DC4,Rightwards extension
; Room $B07A. Speed booster lavaquake room,8F:8DA6,078DA6,B63B,,8,19,8000,078DCA,Rightwards extension
; Room $B07A. Speed booster lavaquake room,8F:8DA6,078DA6,B63B,,9,19,8000,078DD0,Rightwards extension
; Room $B0B4. Norfair map station,8F:8DD8,078DD8,B6D3,,5,10,8000,078DD8,Map station
; Room $B0DD. Bubble Norfair save station,8F:8DE0,078DE0,B76F,,5,11,0001,078DE0,Save station
; Room $B167. Rock Norfair save station,8F:8DEC,078DEC,B76F,,7,11,0002,078DEC,Save station
; Room $B192. Pre Crocomire save station,8F:8DF4,078DF4,B76F,,7,11,0003,078DF4,Save station
; Room $B1BB. Pre Lower Norfair save station,8F:8DFC,078DFC,B76F,,5,11,0004,078DFC,Save station
; Room $B1E5. Lower Norfair chozo room,8F:8E04,078E04,B703,,12,30,B224,078E04,Scroll PLM
; Room $B1E5. Lower Norfair chozo room,8F:8E04,078E04,B703,,12,35,B22D,078E0A,Scroll PLM
; Room $B236. Lower Norfair mainstreet,8F:8E12,078E12,B703,,71,8,B27D,078E12,Scroll PLM
; Room $B236. Lower Norfair mainstreet,8F:8E12,078E12,B63B,,72,8,8000,078E18,Rightwards extension
; Room $B236. Lower Norfair mainstreet,8F:8E12,078E12,B703,,71,35,B27D,078E1E,Scroll PLM
; Room $B236. Lower Norfair mainstreet,8F:8E12,078E12,B63B,,72,35,8000,078E24,Rightwards extension
; Room $B236. Lower Norfair mainstreet,8F:8E12,078E12,B703,,71,41,B280,078E2A,Scroll PLM
; Room $B236. Lower Norfair mainstreet,8F:8E12,078E12,B63B,,72,41,8000,078E30,Rightwards extension
; Room $B236. Lower Norfair mainstreet,8F:8E12,078E12,B70B,,70,42,8000,078E36,Elevator platform
; Room $B283. Golden Torizo,8F:8E3E,078E3E,B703,,4,12,B2D1,078E3E,Scroll PLM
; Room $B283. Golden Torizo,8F:8E3E,078E3E,B63B,,5,12,8000,078E44,Rightwards extension
; Room $B283. Golden Torizo,8F:8E3E,078E3E,B63B,,6,12,8000,078E4A,Rightwards extension
; Room $B283. Golden Torizo,8F:8E3E,078E3E,B63B,,7,12,8000,078E50,Rightwards extension
; Room $B283. Golden Torizo,8F:8E3E,078E3E,B63B,,8,12,8000,078E56,Rightwards extension
; Room $B283. Golden Torizo,8F:8E3E,078E3E,B63B,,9,12,8000,078E5C,Rightwards extension
; Room $B283. Golden Torizo,8F:8E3E,078E3E,B63B,,10,12,8000,078E62,Rightwards extension
; Room $B283. Golden Torizo,8F:8E3E,078E3E,B63B,,11,12,8000,078E68,Rightwards extension
; Room $B283. Golden Torizo,8F:8E3E,078E3E,EEDB,,13,8,0046,078E6E,Missile tank
; Room $B283. Golden Torizo,8F:8E3E,078E3E,EF87,,21,8,0047,078E74,"Super missile tank, shot block"
; Room $B283. Golden Torizo,8F:8E3E,078E3E,C842,,30,22,0859,078E7A,Door. Grey door facing left
; Room $B2DA. Ripper ii room,8F:8E82,078E82,C82A,,52,5,8000,078E82,Downwards closed gate
; Room $B2DA. Ripper ii room,8F:8E82,078E82,C836,,52,5,0008,078E88,Downwards gate shotblock
; Room $B305. Lower Norfair energy station,8F:8E90,078E90,B6DF,,8,10,0048,078E90,Energy station
; Room $B32E. Ridley,8F:8E98,078E98,C842,,14,6,005A,078E98,Door. Grey door facing left
; Room $B32E. Ridley,8F:8E98,078E98,C848,,1,22,005B,078E9E,Door. Grey door facing right
; Room $B37A. Pre Ridley hall,8F:8EA6,078EA6,DB4C,,1,6,005C,078EA6,"Door. Eye door, facing right"
; Room $B37A. Pre Ridley hall,8F:8EA6,078EA6,DB52,,1,9,005C,078EAC,"Eye door bottom, facing right"
; Room $B37A. Pre Ridley hall,8F:8EA6,078EA6,DB48,,1,7,005C,078EB2,"Eye door eye, facing right"
; Room $B3A5. Pre pillars hall,8F:8EBA,078EBA,B703,,7,33,B3D9,078EBA,Scroll PLM
; Room $B3A5. Pre pillars hall,8F:8EBA,078EBA,B63B,,8,33,8000,078EC0,Rightwards extension
; Room $B3A5. Pre pillars hall,8F:8EBA,078EBA,B703,,7,27,B3DC,078EC6,Scroll PLM
; Room $B3A5. Pre pillars hall,8F:8EBA,078EBA,B63B,,8,27,8000,078ECC,Rightwards extension
; Room $B3E1. Unused room,8F:8ED4,078ED4,B703,,50,22,B448,078EEC,Scroll PLM
; Room $B3E1. Unused room,8F:8ED4,078ED4,B703,,45,22,B44B,078EF2,Scroll PLM
; Room $B3E1. Unused room,8F:8ED4,078ED4,B647,,43,20,8000,078EF8,Upwards extension
; Room $B3E1. Unused room,8F:8ED4,078ED4,B647,,43,21,8000,078EFE,Upwards extension
; Room $B3E1. Unused room,8F:8ED4,078ED4,B647,,43,22,8000,078F04,Upwards extension
; Room $B3E1. Unused room,8F:8ED4,078ED4,B703,,43,23,B44E,078F0A,Scroll PLM
; Room $B3E1. Unused room,8F:8ED4,078ED4,B647,,56,54,8000,078F10,Upwards extension
; Room $B3E1. Unused room,8F:8ED4,078ED4,B647,,56,55,8000,078F16,Upwards extension
; Room $B3E1. Unused room,8F:8ED4,078ED4,B647,,56,56,8000,078F1C,Upwards extension
; Room $B3E1. Unused room,8F:8ED4,078ED4,B703,,56,57,B451,078F22,Scroll PLM
; Room $B3E1. Unused room,8F:8ED4,078ED4,B63B,,61,52,8000,078F28,Rightwards extension
; Room $B3E1. Unused room,8F:8ED4,078ED4,B63B,,60,52,8000,078F2E,Rightwards extension
; Room $B3E1. Unused room,8F:8ED4,078ED4,B703,,59,52,B454,078F34,Scroll PLM
; Room $B3E1. Unused room,8F:8ED4,078ED4,C848,,1,54,0C5D,078F3A,Door. Grey door facing right
; Room $B3E1. Unused room,8F:8ED4,078ED4,EEDB,,39,27,0049,078F40,Missile tank
; Room $B40A. Lower Norfair multi-level one-way shaft,8F:8ED6,078ED6,B703,,48,22,B445,078ED6,Scroll PLM
; Room $B40A. Lower Norfair multi-level one-way shaft,8F:8ED6,078ED6,B703,,50,22,B448,078EDC,Scroll PLM
; Room $B40A. Lower Norfair multi-level one-way shaft,8F:8ED6,078ED6,B703,,45,22,B44B,078EE2,Scroll PLM
; Room $B40A. Lower Norfair multi-level one-way shaft,8F:8ED6,078ED6,B647,,43,20,8000,078EE8,Upwards extension
; Room $B40A. Lower Norfair multi-level one-way shaft,8F:8ED6,078ED6,B647,,43,21,8000,078EEE,Upwards extension
; Room $B40A. Lower Norfair multi-level one-way shaft,8F:8ED6,078ED6,B647,,43,22,8000,078EF4,Upwards extension
